lon,lat,temperature,salinity
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
133.1408,84.9654,1000.0,1000.0
