lon,lat,temperature,salinity
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
101.1738,87.7362,1000,1000
